Timestamp for sample frequency every 15 min,Temperature (°F)
2024-07-01 08:31:00,72.5135
2024-07-01 08:46:00,73.7555
2024-07-01 09:01:00,75.4250
2024-07-01 09:16:00,76.8155
2024-07-01 09:31:00,78.2825
2024-07-01 09:46:00,79.3715
2024-07-01 10:01:00,80.1455
2024-07-01 10:16:00,81.7700
2024-07-01 10:31:00,83.2325
2024-07-01 10:46:00,85.0595
2024-07-01 11:01:00,86.8055
2024-07-01 11:16:00,88.2590
2024-07-01 11:31:00,89.7440
2024-07-01 11:46:00,90.5585
2024-07-01 12:01:00,91.4585
2024-07-01 12:16:00,91.7645
2024-07-01 12:31:00,94.7615
2024-07-01 12:46:00,94.5770
2024-07-01 13:01:00,94.6895
2024-07-01 13:16:00,97.4165
2024-07-01 13:31:00,98.5190
2024-07-01 13:46:00,98.5955
2024-07-01 14:01:00,99.9365
2024-07-01 14:16:00,100.5440
2024-07-01 14:31:00,100.7960
2024-07-01 14:46:00,101.5970
2024-07-01 15:01:00,102.1010
2024-07-01 15:16:00,102.4070
2024-07-01 15:31:00,102.1730
2024-07-01 15:46:00,102.2855
2024-07-01 16:01:00,101.4170
2024-07-01 16:16:00,100.6565
2024-07-01 16:31:00,100.1840
2024-07-01 16:46:00,99.9815
2024-07-01 17:01:00,99.0410
2024-07-01 17:16:00,98.3435
2024-07-01 17:31:00,97.6055
2024-07-01 17:46:00,96.9620
2024-07-01 18:01:00,95.9945
2024-07-01 18:16:00,95.0225
2024-07-01 18:31:00,93.7130
2024-07-01 18:46:00,92.3180
2024-07-01 19:01:00,91.1975
2024-07-01 19:16:00,89.7845
2024-07-01 19:31:00,88.2410
2024-07-01 19:46:00,86.8685
2024-07-01 20:01:00,85.6625
2024-07-01 20:16:00,84.5555
2024-07-01 20:31:00,83.3315
2024-07-01 20:46:00,81.9635
2024-07-01 21:01:00,80.6450
2024-07-01 21:16:00,79.1735
2024-07-01 21:31:00,78.3005
2024-07-01 21:46:00,77.2655
2024-07-01 22:01:00,76.8065
2024-07-01 22:16:00,75.7580
2024-07-01 22:31:00,75.1685
2024-07-01 22:46:00,74.2055
2024-07-01 23:01:00,73.4990
2024-07-01 23:16:00,72.5495
2024-07-01 23:31:00,72.0545
2024-07-01 23:46:00,71.3525
2024-07-02 00:01:00,70.7405
2024-07-02 00:16:00,69.9620
2024-07-02 00:31:00,69.2645
2024-07-02 00:46:00,68.6435
2024-07-02 01:01:00,68.2790
2024-07-02 01:16:00,68.2250
2024-07-02 01:31:00,68.1800
2024-07-02 01:46:00,67.8335
2024-07-02 02:01:00,67.5140
2024-07-02 02:16:00,67.6265
2024-07-02 02:31:00,67.5860
2024-07-02 02:46:00,66.7490
2024-07-02 03:01:00,66.1550
2024-07-02 03:16:00,65.5700
2024-07-02 03:31:00,65.4890
2024-07-02 03:46:00,65.6600
2024-07-02 04:01:00,65.5700
2024-07-02 04:16:00,65.9345
2024-07-02 04:31:00,65.6825
2024-07-02 04:46:00,65.0930
2024-07-02 05:01:00,64.3190
2024-07-02 05:16:00,63.7160
2024-07-02 05:31:00,63.3560
2024-07-02 05:46:00,63.3560
2024-07-02 06:01:00,63.2435
2024-07-02 06:16:00,63.0230
2024-07-02 06:31:00,63.0185
2024-07-02 06:46:00,65.7095
2024-07-02 07:01:00,69.1745
2024-07-02 07:16:00,72.1265
2024-07-02 07:31:00,74.6195
2024-07-02 07:46:00,76.8695
2024-07-02 08:01:00,78.4625
2024-07-02 08:16:00,79.9025
2024-07-02 08:31:00,83.5700
2024-07-02 08:46:00,87.5390
2024-07-02 09:01:00,89.2175
2024-07-02 09:16:00,91.0715
2024-07-02 09:31:00,92.3945
2024-07-02 09:46:00,92.3360
2024-07-02 10:01:00,92.7185
2024-07-02 10:16:00,93.0920
2024-07-02 10:31:00,93.8570
2024-07-02 10:46:00,94.4150
2024-07-02 11:01:00,96.0170
2024-07-02 11:16:00,95.9495
2024-07-02 11:31:00,97.3580
2024-07-02 11:46:00,98.2805
2024-07-02 12:01:00,99.1085
2024-07-02 12:16:00,99.5810
2024-07-02 12:31:00,100.3730
2024-07-02 12:46:00,100.7780
2024-07-02 13:01:00,101.3900
2024-07-02 13:16:00,103.0325
2024-07-02 13:31:00,103.8470
2024-07-02 13:46:00,102.2990
2024-07-02 14:01:00,102.5915
2024-07-02 14:16:00,103.8020
2024-07-02 14:31:00,104.3060
2024-07-02 14:46:00,104.5265
2024-07-02 15:01:00,104.8505
2024-07-02 15:16:00,105.1565
2024-07-02 15:31:00,105.4040
2024-07-02 15:46:00,106.1330
2024-07-02 16:01:00,105.8855
2024-07-02 16:16:00,106.1465
2024-07-02 16:31:00,106.2275
2024-07-02 16:46:00,105.4490
2024-07-02 17:01:00,104.8010
2024-07-02 17:16:00,103.8290
2024-07-02 17:31:00,103.4510
2024-07-02 17:46:00,102.9425
2024-07-02 18:01:00,102.5915
2024-07-02 18:16:00,101.6870
2024-07-02 18:31:00,100.2380
2024-07-02 18:46:00,98.5865
2024-07-02 19:01:00,97.1600
2024-07-02 19:16:00,95.9945
2024-07-02 19:31:00,94.8380
2024-07-02 19:46:00,93.5870
2024-07-02 20:01:00,92.1695
2024-07-02 20:16:00,90.7070
2024-07-02 20:31:00,89.4065
2024-07-02 20:46:00,87.8180
2024-07-02 21:01:00,86.1215
2024-07-02 21:16:00,84.5060
2024-07-02 21:31:00,83.4170
2024-07-02 21:46:00,82.2650
2024-07-02 22:01:00,82.1795
2024-07-02 22:16:00,81.5765
2024-07-02 22:31:00,79.7810
2024-07-02 22:46:00,78.6965
2024-07-02 23:01:00,77.7605
2024-07-02 23:16:00,76.7795
2024-07-02 23:31:00,75.8885
2024-07-02 23:46:00,74.8220
2024-07-03 00:01:00,74.0885
2024-07-03 00:16:00,73.3640
2024-07-03 00:31:00,72.4190
2024-07-03 00:46:00,71.6900
2024-07-03 01:01:00,71.0690
2024-07-03 01:16:00,70.7495
2024-07-03 01:31:00,70.5245
2024-07-03 01:46:00,69.9890
2024-07-03 02:01:00,69.4625
2024-07-03 02:16:00,68.9270
2024-07-03 02:31:00,69.0935
2024-07-03 02:46:00,68.8730
2024-07-03 03:01:00,68.3780
2024-07-03 03:16:00,68.1755
2024-07-03 03:31:00,67.8515
2024-07-03 03:46:00,67.7570
2024-07-03 04:01:00,67.2800
2024-07-03 04:16:00,67.0685
2024-07-03 04:31:00,66.6320
2024-07-03 04:46:00,66.1325
2024-07-03 05:01:00,65.9750
2024-07-03 05:16:00,65.6735
2024-07-03 05:31:00,65.4890
2024-07-03 05:46:00,65.0840
2024-07-03 06:01:00,65.0210
2024-07-03 06:16:00,65.2505
2024-07-03 06:31:00,66.0245
2024-07-03 06:46:00,70.3715
2024-07-03 07:01:00,79.3940
2024-07-03 07:16:00,84.7670
2024-07-03 07:31:00,87.2825
2024-07-03 07:46:00,88.8395
2024-07-03 08:01:00,89.5820
2024-07-03 08:16:00,90.3605
2024-07-03 08:31:00,91.5305
2024-07-03 08:46:00,92.4530
2024-07-03 09:01:00,93.5465
2024-07-03 09:16:00,93.9110
2024-07-03 09:31:00,94.4825
2024-07-03 09:46:00,94.9505
2024-07-03 10:01:00,95.3015
2024-07-03 10:16:00,95.7155
2024-07-03 10:31:00,96.4445
2024-07-03 10:46:00,97.6145
2024-07-03 11:01:00,97.5335
2024-07-03 11:16:00,98.4470
2024-07-03 11:31:00,98.8655
2024-07-03 11:46:00,100.1615
2024-07-03 12:01:00,100.6790
2024-07-03 12:16:00,101.4485
2024-07-03 12:31:00,102.0965
2024-07-03 12:46:00,103.3745
2024-07-03 13:01:00,104.2925
2024-07-03 13:16:00,104.7920
2024-07-03 13:31:00,105.4040
2024-07-03 13:46:00,105.5930
2024-07-03 14:01:00,106.8800
2024-07-03 14:16:00,107.5010
2024-07-03 14:31:00,108.5765
2024-07-03 14:46:00,108.6440
2024-07-03 15:01:00,109.0310
2024-07-03 15:16:00,108.4910
2024-07-03 15:31:00,108.6440
2024-07-03 15:46:00,110.3450
2024-07-03 16:01:00,109.7600
2024-07-03 16:16:00,109.1255
2024-07-03 16:31:00,109.5350
2024-07-03 16:46:00,108.7880
2024-07-03 17:01:00,107.8295
2024-07-03 17:16:00,107.4245
2024-07-03 17:31:00,107.3840
2024-07-03 17:46:00,106.5470
2024-07-03 18:01:00,105.4445
2024-07-03 18:16:00,104.3105
2024-07-03 18:31:00,103.1045
2024-07-03 18:46:00,101.5970
2024-07-03 19:01:00,99.8870
2024-07-03 19:16:00,98.1185
2024-07-03 19:31:00,96.3680
2024-07-03 19:46:00,94.7120
2024-07-03 20:01:00,93.0560
2024-07-03 20:16:00,91.4855
2024-07-03 20:31:00,89.9825
2024-07-03 20:46:00,88.4435
2024-07-03 21:01:00,87.0575
2024-07-03 21:16:00,85.4960
2024-07-03 21:31:00,84.0695
2024-07-03 21:46:00,82.9445
2024-07-03 22:01:00,81.9005
2024-07-03 22:16:00,81.1355
2024-07-03 22:31:00,80.1590
2024-07-03 22:46:00,79.1690
2024-07-03 23:01:00,78.3635
2024-07-03 23:16:00,77.6255
2024-07-03 23:31:00,77.4950
2024-07-03 23:46:00,77.3105
2024-07-04 00:01:00,76.7885
2024-07-04 00:16:00,76.3160
2024-07-04 00:31:00,76.2440
2024-07-04 00:46:00,75.9380
2024-07-04 01:01:00,75.2900
2024-07-04 01:16:00,74.8940
2024-07-04 01:31:00,74.6420
2024-07-04 01:46:00,74.0930
2024-07-04 02:01:00,73.2110
2024-07-04 02:16:00,72.5000
2024-07-04 02:31:00,71.6135
2024-07-04 02:46:00,70.7765
2024-07-04 03:01:00,70.3580
2024-07-04 03:16:00,69.9935
2024-07-04 03:31:00,69.7100
2024-07-04 03:46:00,69.4400
2024-07-04 04:01:00,68.8685
2024-07-04 04:16:00,68.2430
2024-07-04 04:31:00,67.7480
2024-07-04 04:46:00,67.7165
2024-07-04 05:01:00,67.6850
2024-07-04 05:16:00,67.4825
2024-07-04 05:31:00,67.0460
2024-07-04 05:46:00,66.7085
2024-07-04 06:01:00,66.8795
2024-07-04 06:16:00,67.1450
2024-07-04 06:31:00,67.3835
2024-07-04 06:46:00,68.8640
2024-07-04 07:01:00,72.0860
2024-07-04 07:16:00,74.8265
2024-07-04 07:31:00,76.8110
2024-07-04 07:46:00,78.4355
2024-07-04 08:01:00,79.9700
2024-07-04 08:16:00,80.2895
2024-07-04 08:31:00,81.4055
2024-07-04 08:46:00,82.9850
2024-07-04 09:01:00,84.3350
2024-07-04 09:16:00,85.1540
2024-07-04 09:31:00,86.2025
2024-07-04 09:46:00,87.0980
2024-07-04 10:01:00,88.6505
2024-07-04 10:16:00,90.0365
2024-07-04 10:31:00,91.1255
2024-07-04 10:46:00,92.5115
2024-07-04 11:01:00,93.6410
2024-07-04 11:16:00,94.8605
2024-07-04 11:31:00,95.7020
2024-07-04 11:46:00,96.9440
2024-07-04 12:01:00,98.0510
2024-07-04 12:16:00,99.0995
2024-07-04 12:31:00,100.5845
2024-07-04 12:46:00,101.1740
2024-07-04 13:01:00,101.9930
2024-07-04 13:16:00,103.1945
2024-07-04 13:31:00,103.8200
2024-07-04 13:46:00,105.1025
2024-07-04 14:01:00,105.1295
2024-07-04 14:16:00,105.6470
2024-07-04 14:31:00,105.2870
2024-07-04 14:46:00,106.0385
2024-07-04 15:01:00,106.2815
2024-07-04 15:16:00,106.0790
2024-07-04 15:31:00,105.9710
2024-07-04 15:46:00,106.3535
2024-07-04 16:01:00,105.2735
2024-07-04 16:16:00,103.2845
2024-07-04 16:31:00,101.9795
2024-07-04 16:46:00,101.4125
2024-07-04 17:01:00,100.6385
2024-07-04 17:16:00,99.7430
2024-07-04 17:31:00,98.2130
2024-07-04 17:46:00,97.7225
2024-07-04 18:01:00,96.7640
2024-07-04 18:16:00,95.5445
2024-07-04 18:31:00,94.6085
2024-07-04 18:46:00,93.7625
2024-07-04 19:01:00,92.3630
2024-07-04 19:16:00,91.5440
2024-07-04 19:31:00,90.6080
2024-07-04 19:46:00,89.6945
2024-07-04 20:01:00,88.4795
2024-07-04 20:16:00,87.3320
2024-07-04 20:31:00,85.8695
2024-07-04 20:46:00,84.6005
2024-07-04 21:01:00,83.3180
2024-07-04 21:16:00,82.0760
2024-07-04 21:31:00,81.0635
2024-07-04 21:46:00,80.1950
2024-07-04 22:01:00,79.6415
2024-07-04 22:16:00,78.7190
2024-07-04 22:31:00,77.6885
2024-07-04 22:46:00,76.7840
2024-07-04 23:01:00,76.0010
2024-07-04 23:16:00,75.5195
2024-07-04 23:31:00,75.0155
2024-07-04 23:46:00,73.9940
2024-07-05 00:01:00,73.3640
2024-07-05 00:16:00,72.6935
2024-07-05 00:31:00,71.7620
2024-07-05 00:46:00,70.9880
2024-07-05 01:01:00,70.3490
2024-07-05 01:16:00,69.8090
2024-07-05 01:31:00,69.2555
2024-07-05 01:46:00,68.3150
2024-07-05 02:01:00,67.3655
2024-07-05 02:16:00,66.5105
2024-07-05 02:31:00,65.7860
2024-07-05 02:46:00,65.5070
2024-07-05 03:01:00,65.1560
2024-07-05 03:16:00,64.4720
2024-07-05 03:31:00,64.0085
2024-07-05 03:46:00,63.7295
2024-07-05 04:01:00,63.5990
2024-07-05 04:16:00,63.5495
2024-07-05 04:31:00,63.1220
2024-07-05 04:46:00,62.9330
2024-07-05 05:01:00,62.5145
2024-07-05 05:16:00,62.0330
2024-07-05 05:31:00,61.8305
2024-07-05 05:46:00,61.4390
2024-07-05 06:01:00,61.1555
2024-07-05 06:16:00,61.0880
2024-07-05 06:31:00,61.4210
2024-07-05 06:46:00,62.7080
2024-07-05 07:01:00,66.0425
2024-07-05 07:16:00,69.0800
2024-07-05 07:31:00,72.0140
2024-07-05 07:46:00,74.4395
2024-07-05 08:01:00,75.9830
2024-07-05 08:16:00,77.1440
2024-07-05 08:31:00,78.4895
2024-07-05 08:46:00,79.2275
2024-07-05 09:01:00,80.6135
2024-07-05 09:16:00,81.7115
2024-07-05 09:31:00,83.0390
2024-07-05 09:46:00,84.3575
2024-07-05 10:01:00,85.7750
2024-07-05 10:16:00,86.8910
2024-07-05 10:31:00,88.6820
2024-07-05 10:46:00,90.5765
2024-07-05 11:01:00,92.8040
2024-07-05 11:16:00,93.9020
2024-07-05 11:31:00,95.4185
2024-07-05 11:46:00,96.9350
2024-07-05 12:01:00,98.6315
2024-07-05 12:16:00,99.6485
2024-07-05 12:31:00,100.7555
2024-07-05 12:46:00,102.2000
2024-07-05 13:01:00,102.9830
2024-07-05 13:16:00,105.0890
2024-07-05 13:31:00,106.4255
2024-07-05 13:46:00,106.9205
2024-07-05 14:01:00,107.0600
2024-07-05 14:16:00,108.4730
2024-07-05 14:31:00,109.1840
2024-07-05 14:46:00,109.3145
2024-07-05 15:01:00,109.4270
2024-07-05 15:16:00,109.0220
2024-07-05 15:31:00,108.8690
2024-07-05 15:46:00,108.8555
2024-07-05 16:01:00,108.5135
2024-07-05 16:16:00,108.1265
2024-07-05 16:31:00,107.4065
2024-07-05 16:46:00,106.8710
2024-07-05 17:01:00,105.5615
2024-07-05 17:16:00,104.8505
2024-07-05 17:31:00,103.3880
2024-07-05 17:46:00,102.0650
2024-07-05 18:01:00,100.6385
2024-07-05 18:16:00,99.2255
2024-07-05 18:31:00,97.6595
2024-07-05 18:46:00,96.4715
2024-07-05 19:01:00,95.4185
2024-07-05 19:16:00,94.2575
2024-07-05 19:31:00,92.9300
2024-07-05 19:46:00,91.7690
2024-07-05 20:01:00,90.4370
2024-07-05 20:16:00,88.9205
2024-07-05 20:31:00,86.2655
2024-07-05 20:46:00,83.7320
2024-07-05 21:01:00,81.5945
2024-07-05 21:16:00,80.3255
2024-07-05 21:31:00,79.7225
2024-07-05 21:46:00,79.0610
2024-07-05 22:01:00,78.0980
2024-07-05 22:16:00,77.2115
2024-07-05 22:31:00,76.3070
2024-07-05 22:46:00,75.4655
2024-07-05 23:01:00,75.0785
2024-07-05 23:16:00,74.8355
2024-07-05 23:31:00,74.2280
2024-07-05 23:46:00,73.6700
2024-07-06 00:01:00,73.7105
2024-07-06 00:16:00,73.3865
2024-07-06 00:31:00,72.9725
2024-07-06 00:46:00,72.2930
2024-07-06 01:01:00,72.0500
2024-07-06 01:16:00,71.5010
2024-07-06 01:31:00,70.5830
2024-07-06 01:46:00,70.0430
2024-07-06 02:01:00,69.8090
2024-07-06 02:16:00,69.2600
2024-07-06 02:31:00,68.8010
2024-07-06 02:46:00,68.1215
2024-07-06 03:01:00,67.6940
2024-07-06 03:16:00,67.1540
2024-07-06 03:31:00,66.6455
2024-07-06 03:46:00,66.1820
2024-07-06 04:01:00,65.6735
2024-07-06 04:16:00,65.5205
2024-07-06 04:31:00,65.3720
2024-07-06 04:46:00,65.0255
2024-07-06 05:01:00,65.0210
2024-07-06 05:16:00,64.7735
2024-07-06 05:31:00,64.5845
2024-07-06 05:46:00,64.2560
2024-07-06 06:01:00,63.9725
2024-07-06 06:16:00,63.7925
2024-07-06 06:31:00,63.9905
2024-07-06 06:46:00,65.2010
2024-07-06 07:01:00,68.3105
2024-07-06 07:16:00,71.0690
2024-07-06 07:31:00,72.7205
2024-07-06 07:46:00,74.5160
2024-07-06 08:01:00,75.5015
2024-07-06 08:16:00,76.2710
2024-07-06 08:31:00,76.5140
2024-07-06 08:46:00,78.0035
2024-07-06 09:01:00,79.2680
2024-07-06 09:16:00,80.7305
2024-07-06 09:31:00,82.6565
2024-07-06 09:46:00,84.0245
2024-07-06 10:01:00,85.8830
2024-07-06 10:16:00,87.7010
2024-07-06 10:31:00,88.9835
2024-07-06 10:46:00,90.6440
2024-07-06 11:01:00,92.4755
2024-07-06 11:16:00,94.3250
2024-07-06 11:31:00,96.4130
2024-07-06 11:46:00,98.3075
2024-07-06 12:01:00,99.6215
2024-07-06 12:16:00,100.6880
2024-07-06 12:31:00,102.2090
2024-07-06 12:46:00,103.9775
2024-07-06 13:01:00,105.7235
2024-07-06 13:16:00,107.0420
2024-07-06 13:31:00,108.3425
2024-07-06 13:46:00,108.8645
2024-07-06 14:01:00,110.3000
2024-07-06 14:16:00,111.0290
2024-07-06 14:31:00,111.8705
2024-07-06 14:46:00,112.6220
2024-07-06 15:01:00,112.5005
2024-07-06 15:16:00,112.5005
2024-07-06 15:31:00,112.1945
2024-07-06 15:46:00,111.5825
2024-07-06 16:01:00,110.8490
2024-07-06 16:16:00,109.2830
2024-07-06 16:31:00,108.7880
2024-07-06 16:46:00,108.5855
2024-07-06 17:01:00,107.9825
2024-07-06 17:16:00,106.7045
2024-07-06 17:31:00,105.0665
2024-07-06 17:46:00,103.2395
2024-07-06 18:01:00,101.6600
2024-07-06 18:16:00,100.1300
2024-07-06 18:31:00,98.9420
2024-07-06 18:46:00,97.9610
2024-07-06 19:01:00,96.8630
2024-07-06 19:16:00,95.7380
2024-07-06 19:31:00,94.7480
2024-07-06 19:46:00,93.4520
2024-07-06 20:01:00,92.1515
2024-07-06 20:16:00,90.7475
2024-07-06 20:31:00,89.3930
2024-07-06 20:46:00,88.1285
2024-07-06 21:01:00,87.1700
2024-07-06 21:16:00,86.2745
2024-07-06 21:31:00,85.1630
2024-07-06 21:46:00,83.8985
2024-07-06 22:01:00,82.6835
2024-07-06 22:16:00,81.5360
2024-07-06 22:31:00,80.7800
2024-07-06 22:46:00,79.9925
2024-07-06 23:01:00,79.3850
2024-07-06 23:16:00,78.8090
2024-07-06 23:31:00,78.2555
2024-07-06 23:46:00,77.9450
2024-07-07 00:01:00,77.3285
2024-07-07 00:16:00,76.4735
2024-07-07 00:31:00,75.7445
2024-07-07 00:46:00,74.7635
2024-07-07 01:01:00,74.3450
2024-07-07 01:16:00,74.0210
2024-07-07 01:31:00,73.4270
2024-07-07 01:46:00,72.8150
2024-07-07 02:01:00,72.4145
2024-07-07 02:16:00,72.0005
2024-07-07 02:31:00,71.5145
2024-07-07 02:46:00,71.0825
2024-07-07 03:01:00,70.5200
2024-07-07 03:16:00,70.0115
2024-07-07 03:31:00,69.5165
2024-07-07 03:46:00,68.9000
2024-07-07 04:01:00,68.4140
2024-07-07 04:16:00,68.0585
2024-07-07 04:31:00,67.7525
2024-07-07 04:46:00,67.4195
2024-07-07 05:01:00,67.0910
2024-07-07 05:16:00,66.8120
2024-07-07 05:31:00,66.5150
2024-07-07 05:46:00,66.2855
2024-07-07 06:01:00,65.7995
2024-07-07 06:16:00,65.6735
2024-07-07 06:31:00,65.6915
2024-07-07 06:46:00,66.6320
2024-07-07 07:01:00,69.1835
2024-07-07 07:16:00,71.7035
2024-07-07 07:31:00,73.3415
2024-07-07 07:46:00,74.7725
2024-07-07 08:01:00,75.5690
2024-07-07 08:16:00,76.0595
2024-07-07 08:31:00,76.7255
2024-07-07 08:46:00,77.5805
2024-07-07 09:01:00,78.9620
2024-07-07 09:16:00,79.9790
2024-07-07 09:31:00,80.8295
2024-07-07 09:46:00,82.0625
2024-07-07 10:01:00,82.9310
2024-07-07 10:16:00,83.8535
2024-07-07 10:31:00,85.3160
2024-07-07 10:46:00,86.5490
2024-07-07 11:01:00,88.1600
2024-07-07 11:16:00,89.1815
2024-07-07 11:31:00,90.8600
2024-07-07 11:46:00,92.3090
2024-07-07 12:01:00,93.9200
2024-07-07 12:16:00,95.8325
2024-07-07 12:31:00,97.6865
2024-07-07 12:46:00,99.1040
2024-07-07 13:01:00,99.9770
2024-07-07 13:16:00,101.0120
2024-07-07 13:31:00,101.5430
2024-07-07 13:46:00,101.8625
2024-07-07 14:01:00,103.0910
2024-07-07 14:16:00,103.2530
2024-07-07 14:31:00,103.8560
2024-07-07 14:46:00,103.4105
2024-07-07 15:01:00,102.8615
2024-07-07 15:16:00,103.5590
2024-07-07 15:31:00,102.5240
2024-07-07 15:46:00,103.3250
2024-07-07 16:01:00,102.5060
2024-07-07 16:16:00,101.0885
2024-07-07 16:31:00,101.1830
2024-07-07 16:46:00,100.4045
2024-07-07 17:01:00,98.3705
2024-07-07 17:16:00,97.2455
2024-07-07 17:31:00,95.8955
2024-07-07 17:46:00,94.9325
2024-07-07 18:01:00,94.3025
2024-07-07 18:16:00,93.6590
2024-07-07 18:31:00,92.6510
2024-07-07 18:46:00,91.4810
2024-07-07 19:01:00,90.3335
2024-07-07 19:16:00,88.8800
2024-07-07 19:31:00,87.6335
2024-07-07 19:46:00,86.4725
2024-07-07 20:01:00,84.9875
2024-07-07 20:16:00,83.4395
2024-07-07 20:31:00,81.5855
2024-07-07 20:46:00,79.5155
2024-07-07 21:01:00,77.9810
2024-07-07 21:16:00,76.8155
2024-07-07 21:31:00,75.5690
2024-07-07 21:46:00,74.4080
2024-07-07 22:01:00,72.8285
2024-07-07 22:16:00,71.8970
2024-07-07 22:31:00,71.0870
2024-07-07 22:46:00,70.3895
2024-07-07 23:01:00,69.8000
2024-07-07 23:16:00,69.0710
2024-07-07 23:31:00,68.4725
2024-07-07 23:46:00,67.9865
2024-07-08 00:01:00,67.3655
2024-07-08 00:16:00,66.7310
2024-07-08 00:31:00,66.2135
2024-07-08 00:46:00,65.7680
2024-07-08 01:01:00,65.6105
2024-07-08 01:16:00,65.1650
2024-07-08 01:31:00,64.8185
2024-07-08 01:46:00,64.4585
2024-07-08 02:01:00,64.1570
2024-07-08 02:16:00,63.7520
2024-07-08 02:31:00,63.2615
2024-07-08 02:46:00,62.7665
2024-07-08 03:01:00,62.4470
2024-07-08 03:16:00,62.2715
2024-07-08 03:31:00,61.8305
2024-07-08 03:46:00,61.4525
2024-07-08 04:01:00,60.9575
2024-07-08 04:16:00,60.4670
2024-07-08 04:31:00,59.9180
2024-07-08 04:46:00,59.4410
2024-07-08 05:01:00,59.2745
2024-07-08 05:16:00,59.5220
2024-07-08 05:31:00,59.9045
2024-07-08 05:46:00,60.3635
2024-07-08 06:01:00,60.2645
2024-07-08 06:16:00,60.3995
2024-07-08 06:31:00,60.5300
2024-07-08 06:46:00,61.0385
2024-07-08 07:01:00,61.3220
2024-07-08 07:16:00,61.5515
2024-07-08 07:31:00,62.2805
2024-07-08 07:46:00,64.8365
2024-07-08 08:01:00,67.1540
2024-07-08 08:16:00,67.3970
2024-07-08 08:31:00,68.3870
2024-07-08 08:46:00,70.1105
2024-07-08 09:01:00,71.3750
2024-07-08 09:16:00,72.7205
2024-07-08 09:31:00,73.5485
